LEVEL;PLACE;TYPE;CHAPTERéCODE;BLOCKéCODE;CODEéW;CODE;CODEéWITHOUTéDOT;TITLE;M1;M2;M3;M4;M
3;N;X;19;T08;T14.-;T14;T14;Lesiones de la región del cuerpo no especificada;281;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T08;T14.0;T14.0;T140;Lesiones superficiales de la región del cuerpo no especificada;281;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T08;T14.1;T14.1;T141;Herida abierta de la región del cuerpo no especificada;281;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T08;T14.2;T14.2;T142;Fractura de región del cuerpo no especificada;281;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T08;T14.3;T14.3;T143;Luxación, esguince y tensión de la región del cuerpo no especificada;281;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T08;T14.4;T14.4;T144;Lesión del nervio (s) de la región del cuerpo no especificada;281;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T08;T14.5;T14.5;T145;Lesión de los vasos sanguíneos (s) de la región del cuerpo no especificada;281;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T08;T14.6;T14.6;T146;Lesión de los músculos y los tendones de la región del cuerpo no especificada;281;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T08;T14.7;T14.7;T147;Lesión por aplastamiento y amputación traumática de la región del cuerpo no especificada;281;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T08;T14.8;T14.8;T148;Otras lesiones de la región del cuerpo no especificada;281;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T08;T14.9;T14.9;T149;Lesiones no especificadas;281;UNDEF;UNDEF;UNDEF;UNDEF
3;N;X;19;T15;T15.-;T15;T15;Cuerpo extra–o en el ojo externo;282;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T15;T15.0;T15.0;T150;Cuerpo extra–o en la córnea;282;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T15;T15.1;T15.1;T151;Cuerpo extra–o en el saco conjuntival;282;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T15;T15.8;T15.8;T158;Cuerpo extra–o en otras partes y múltiples de ojo externo;282;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T15;T15.9;T15.9;T159;Cuerpo extra–o en el ojo externo, parte no especificada;282;UNDEF;UNDEF;UNDEF;UNDEF
3;T;X;19;T15;T16;T16;T16;Cuerpo extra–o en el oído;282;UNDEF;UNDEF;UNDEF;UNDEF
3;N;X;19;T15;T17.-;T17;T17;Cuerpo extra–o en las vías respiratorias;282;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T15;T17.0;T17.0;T170;Cuerpo extra–o en los senos nasales;282;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T15;T17.1;T17.1;T171;Cuerpo extra–o en fosa nasal;282;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T15;T17.2;T17.2;T172;Cuerpo extra–o en la faringe;282;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T15;T17.3;T17.3;T173;Cuerpo extra–o en la laringe;282;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T15;T17.4;T17.4;T174;Cuerpo extra–o en la tráquea;282;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T15;T17.5;T17.5;T175;Cuerpo extra–o en los bronquios;282;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T15;T17.8;T17.8;T178;Cuerpo extra–o en otras partes y múltiples de las vías respiratorias;282;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T15;T17.9;T17.9;T179;Cuerpo extra–o en las vías respiratorias, parte no especificada;282;UNDEF;UNDEF;UNDEF;UNDEF
3;N;X;19;T15;T18.-;T18;T18;Cuerpo extra–o en el tracto digestivo;282;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T15;T18.0;T18.0;T180;Cuerpo extra–o en la boca;282;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T15;T18.1;T18.1;T181;Cuerpo extra–o en el esófago;282;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T15;T18.2;T18.2;T182;Cuerpo extra–o en el estómago;282;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T15;T18.3;T18.3;T183;Cuerpo extra–o en el intestino delgado;282;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T15;T18.4;T18.4;T184;Cuerpo extra–o en el colon;282;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T15;T18.5;T18.5;T185;Cuerpo extra–o en el ano y el recto;282;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T15;T18.8;T18.8;T188;Cuerpo extra–o en otras partes y múltiples de aparato digestivo;282;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T15;T18.9;T18.9;T189;Cuerpo extra–o en el tubo digestivo, parte no especificada;282;UNDEF;UNDEF;UNDEF;UNDEF
3;N;X;19;T15;T19.-;T19;T19;Cuerpo extra–o en el tracto genitourinario;282;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T15;T19.0;T19.0;T190;Cuerpo extra–o en la uretra;282;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T15;T19.1;T19.1;T191;Cuerpo extra–o en la vejiga;282;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T15;T19.2;T19.2;T192;Cuerpo extra–o en la vulva y la vagina;282;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T15;T19.3;T19.3;T193;Cuerpo extra–o en el útero [cualquier parte];282;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T15;T19.8;T19.8;T198;Cuerpo extra–o en otras partes y múltiples de las vías genitourinarias;282;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T15;T19.9;T19.9;T199;Cuerpo extra–o en las vías genitourinarias, parte no especificada;282;UNDEF;UNDEF;UNDEF;UNDEF
3;N;X;19;T20;T20.-;T20;T20;Quemaduras y corrosión de la cabeza y el cuello;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T20.0;T20.0;T200;Quemaduras de grado no especificado de la cabeza y el cuello;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T20.1;T20.1;T201;Quemaduras de primer grado de la cabeza y el cuello;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T20.2;T20.2;T202;Quemaduras de segundo grado de la cabeza y el cuello;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T20.3;T20.3;T203;Quemaduras de tercer grado de la cabeza y el cuello;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T20.4;T20.4;T204;La corrosión de grado no especificado de la cabeza y el cuello;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T20.5;T20.5;T205;Corrosión de primer grado de la cabeza y el cuello;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T20.6;T20.6;T206;Corrosión de segundo grado de la cabeza y el cuello;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T20.7;T20.7;T207;Corrosión de tercer grado de la cabeza y el cuello;283;UNDEF;UNDEF;UNDEF;UNDEF
3;N;X;19;T20;T21.-;T21;T21;Quemaduras y corrosión del tronco;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T21.0;T21.0;T210;Quemaduras de grado no especificado del tronco;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T21.1;T21.1;T211;Quemaduras de primer grado de tronco;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T21.2;T21.2;T212;Quemaduras de segundo grado de tronco;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T21.3;T21.3;T213;Quemaduras de tercer grado de tronco;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T21.4;T21.4;T214;La corrosión de grado no especificado del tronco;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T21.5;T21.5;T215;Corrosión de primer grado de tronco;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T21.6;T21.6;T216;Corrosión de segundo grado de tronco;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T21.7;T21.7;T217;Corrosión de tercer grado de tronco;283;UNDEF;UNDEF;UNDEF;UNDEF
3;N;X;19;T20;T22.-;T22;T22;Quemaduras y corrosión del hombro y miembro superior, salvo mu–eca y mano;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T22.0;T22.0;T220;Quemaduras de grado no especificado del hombro y miembro superior, salvo mu–eca y mano;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T22.1;T22.1;T221;Quemaduras de primer grado de hombro y miembro superior, salvo mu–eca y mano;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T22.2;T22.2;T222;Quemaduras de segundo grado de hombro y miembro superior, salvo mu–eca y mano;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T22.3;T22.3;T223;Quemaduras de tercer grado de hombro y miembro superior, salvo mu–eca y mano;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T22.4;T22.4;T224;La corrosión de grado no especificado del hombro y miembro superior, salvo mu–eca y mano;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T22.5;T22.5;T225;Corrosión de primer grado de hombro y miembro superior, salvo mu–eca y mano;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T22.6;T22.6;T226;Corrosión de segundo grado de hombro y miembro superior, salvo mu–eca y mano;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T22.7;T22.7;T227;Corrosión de tercer grado de hombro y miembro superior, salvo mu–eca y mano;283;UNDEF;UNDEF;UNDEF;UNDEF
3;N;X;19;T20;T23.-;T23;T23;Quemaduras y corrosión de la mu–eca y mano;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T23.0;T23.0;T230;Quemaduras de grado no especificado de la mu–eca y la mano;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T23.1;T23.1;T231;Quemaduras de primer grado de la mu–eca y la mano;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T23.2;T23.2;T232;Quemaduras de segundo grado de mu–eca y mano;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T23.3;T23.3;T233;Quemaduras de tercer grado de la mu–eca y la mano;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T23.4;T23.4;T234;La corrosión de grado no especificado de la mu–eca y la mano;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T23.5;T23.5;T235;Corrosión de primer grado de la mu–eca y la mano;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T23.6;T23.6;T236;Corrosión de segundo grado de mu–eca y mano;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T23.7;T23.7;T237;Corrosión de tercer grado de la mu–eca y la mano;283;UNDEF;UNDEF;UNDEF;UNDEF
3;N;X;19;T20;T24.-;T24;T24;Quemaduras y corrosión de la cadera y la extremidad inferior, excepto tobillo y pie;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T24.0;T24.0;T240;Quemaduras de grado no especificado de la cadera y la extremidad inferior, excepto tobillo y pie;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T24.1;T24.1;T241;Quemaduras de primer grado de la cadera y la extremidad inferior, excepto tobillo y pie;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T24.2;T24.2;T242;Quemaduras de segundo grado de la cadera y la extremidad inferior, excepto tobillo y pie;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T24.3;T24.3;T243;Quemaduras de tercer grado de la cadera y la extremidad inferior, excepto tobillo y pie;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T24.4;T24.4;T244;La corrosión de grado no especificado de la cadera y la extremidad inferior, excepto tobillo y pie;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T24.5;T24.5;T245;Corrosión de primer grado de la cadera y la extremidad inferior, excepto tobillo y pie;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T24.6;T24.6;T246;Corrosión de segundo grado de la cadera y la extremidad inferior, excepto tobillo y pie;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T24.7;T24.7;T247;Corrosión de tercer grado de la cadera y la extremidad inferior, excepto tobillo y pie;283;UNDEF;UNDEF;UNDEF;UNDEF
3;N;X;19;T20;T25.-;T25;T25;Quemaduras y corrosión del tobillo y el pie;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T25.0;T25.0;T250;Quemaduras de grado no especificado de tobillo y pie;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T25.1;T25.1;T251;Quemaduras de primer grado de tobillo y pie;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T25.2;T25.2;T252;Quemaduras de segundo grado de tobillo y pie;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T25.3;T25.3;T253;Quemaduras de tercer grado de tobillo y pie;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T25.4;T25.4;T254;La corrosión de grado no especificado de tobillo y pie;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T25.5;T25.5;T255;Corrosión de primer grado de tobillo y pie;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T25.6;T25.6;T256;Corrosión de segundo grado de tobillo y pie;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T25.7;T25.7;T257;Corrosión de tercer grado de tobillo y pie;283;UNDEF;UNDEF;UNDEF;UNDEF
3;N;X;19;T26;T26.-;T26;T26;Quemaduras y corrosión limita a ojo y sus anexos;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T26;T26.0;T26.0;T260;Quema de los párpados y la zona periocular;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T26;T26.1;T26.1;T261;Quemaduras de la córnea y conjuntiva;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T26;T26.2;T26.2;T262;Grabar con la ruptura y destrucción resultantes del globo ocular;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T26;T26.3;T26.3;T263;Quema de otras partes del ojo y sus anexos;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T26;T26.4;T26.4;T264;Quema de ojo y sus anexos, parte no especificada;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T26;T26.5;T26.5;T265;La corrosión de los párpados y la zona periocular;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T26;T26.6;T26.6;T266;La corrosión de la córnea y conjuntiva;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T26;T26.7;T26.7;T267;La corrosión con la ruptura y destrucción resultantes del globo ocular;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T26;T26.8;T26.8;T268;Corrosión de otras partes del ojo y sus anexos;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T26;T26.9;T26.9;T269;Corrosión de ojo y sus anexos, parte no especificada;283;UNDEF;UNDEF;UNDEF;UNDEF
3;N;X;19;T26;T27.-;T27;T27;Quemaduras y corrosión de las vías respiratorias;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T26;T27.0;T27.0;T270;Quemaduras de la laringe y la tráquea;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T26;T27.1;T27.1;T271;Grabar la participación laringe y la tráquea con el pulmón;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T26;T27.2;T27.2;T272;Quema de otras partes del tracto respiratorio;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T26;T27.3;T27.3;T273;Quemaduras de las vías respiratorias, parte no especificada;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T26;T27.4;T27.4;T274;Corrosión de la laringe y la tráquea;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T26;T27.5;T27.5;T275;Participación de la corrosión laringe y la tráquea con el pulmón;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T26;T27.6;T27.6;T276;Corrosión de otras partes del tracto respiratorio;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T26;T27.7;T27.7;T277;La corrosión de las vías respiratorias, parte no especificada;283;UNDEF;UNDEF;UNDEF;UNDEF
3;N;X;19;T26;T28.-;T28;T28;Quemaduras y corrosión de otros órganos internos;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T26;T28.0;T28.0;T280;Quemaduras de boca y faringe;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T26;T28.1;T28.1;T281;Quemaduras de esófago;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T26;T28.2;T28.2;T282;Quema de otras partes del tracto digestivo;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T26;T28.3;T28.3;T283;Quema de los órganos internos genitourinario;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T26;T28.4;T28.4;T284;Quema de los órganos internos y otros no especificados;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T26;T28.5;T28.5;T285;La corrosión de la boca y la faringe;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T26;T28.6;T28.6;T286;La corrosión del esófago;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T26;T28.7;T28.7;T287;Corrosión de otras partes del tracto digestivo;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T26;T28.8;T28.8;T288;Corrosión interna de los órganos genitourinarios;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T26;T28.9;T28.9;T289;La corrosión de otros órganos internos y no especificadas;283;UNDEF;UNDEF;UNDEF;UNDEF
3;N;X;19;T29;T29.-;T29;T29;Quemaduras y corrosiones de múltiples regiones del cuerpo;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T29;T29.0;T29.0;T290;Quemaduras de múltiples regiones, grado no especificado;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T29;T29.1;T29.1;T291;Quemaduras de múltiples regiones, no más de quemaduras de primer grado mencionadas;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T29;T29.2;T29.2;T292;Quemaduras de múltiples regiones, no más de quemaduras de segundo grado se menciona;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T29;T29.3;T29.3;T293;Quema de varias regiones, por lo menos una quemadura de tercer grado mencionados;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T29;T29.4;T29.4;T294;Corrosiones de múltiples regiones, grado no especificado;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T29;T29.5;T29.5;T295;Corrosiones de múltiples regiones, no más de primer grado corrosión mencionados;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T29;T29.6;T29.6;T296;Corrosiones de múltiples regiones, no más de segundo grado corrosión mencionados;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T29;T29.7;T29.7;T297;Corrosiones de múltiples regiones, por lo menos una corrosión de tercer grado mencionados;283;UNDEF;UNDEF;UNDEF;UNDEF
3;N;X;19;T29;T30.-;T30;T30;Quemaduras y corrosión, región del cuerpo no especificada;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T29;T30.0;T30.0;T300;Quema de la región del cuerpo no especificada, grado no especificado;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T29;T30.1;T30.1;T301;Quemaduras de primer grado, región del cuerpo no especificada;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T29;T30.2;T30.2;T302;Quemaduras de segundo grado, región del cuerpo no especificada;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T29;T30.3;T30.3;T303;Quemaduras de tercer grado, región del cuerpo no especificada;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T29;T30.4;T30.4;T304;Corrosión de región del cuerpo no especificada, grado no especificado;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T29;T30.5;T30.5;T305;Corrosión de primer grado, región del cuerpo no especificada;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T29;T30.6;T30.6;T306;Corrosión de segundo grado, región del cuerpo no especificada;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T29;T30.7;T30.7;T307;Corrosión de tercer grado, región del cuerpo no especificada;283;UNDEF;UNDEF;UNDEF;UNDEF
3;N;X;19;T29;T31.-;T31;T31;Quemaduras clasificadas de acuerdo a la extensión de la superficie del cuerpo involucradas;UNDEF;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T29;T31.0;T31.0;T310;Las quemaduras que afectan a menos del 10% de la superficie del cuerpo;UNDEF;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T29;T31.1;T31.1;T311;Quemaduras involucran 10-19% de la superficie corporal;UNDEF;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T29;T31.2;T31.2;T312;Quemaduras involucran 20-29% de la superficie corporal;UNDEF;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T29;T31.3;T31.3;T313;Quemaduras involucran 30-39% de la superficie corporal;UNDEF;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T29;T31.4;T31.4;T314;Quemaduras involucran 40-49% de la superficie corporal;UNDEF;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T29;T31.5;T31.5;T315;Quemaduras involucran 50-59% de la superficie corporal;UNDEF;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T29;T31.6;T31.6;T316;Quemaduras involucran 60-69% de la superficie corporal;UNDEF;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T29;T31.7;T31.7;T317;Quemaduras involucran 70-79% de la superficie corporal;UNDEF;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T29;T31.8;T31.8;T318;Quemaduras involucran 80-89% de la superficie corporal;UNDEF;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T29;T31.9;T31.9;T319;Quemaduras con 90% o más de superficie corporal;UNDEF;UNDEF;UNDEF;UNDEF;UNDEF
3;N;X;19;T29;T32.-;T32;T32;Corrosiones clasificados de acuerdo a la extensión de la superficie del cuerpo involucradas;UNDEF;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T29;T32.0;T32.0;T320;Corrosión que afectan a menos del 10% de la superficie del cuerpo;UNDEF;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T29;T32.1;T32.1;T321;Corrosiones participación de 10-19% de la superficie corporal;UNDEF;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T29;T32.2;T32.2;T322;Corrosiones participación de 20-29% de la superficie corporal;UNDEF;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T29;T32.3;T32.3;T323;Corrosiones participación de 30-39% de la superficie corporal;UNDEF;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T29;T32.4;T32.4;T324;Corrosiones participación de 40-49% de la superficie corporal;UNDEF;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T29;T32.5;T32.5;T325;Corrosiones participación de 50-59% de la superficie corporal;UNDEF;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T29;T32.6;T32.6;T326;Corrosiones participación de 60-69% de la superficie corporal;UNDEF;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T29;T32.7;T32.7;T327;Corrosiones participación de 70-79% de la superficie corporal;UNDEF;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T29;T32.8;T32.8;T328;Corrosiones participación de 80-89% de la superficie corporal;UNDEF;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T29;T32.9;T32.9;T329;Corrosiones participación de 90% o más de superficie corporal;UNDEF;UNDEF;UNDEF;UNDEF;UNDEF
3;N;X;19;T33;T33.-;T33;T33;Congelación superficial;287;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T33;T33.0;T33.0;T330;Congelación superficial de la cabeza;287;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T33;T33.1;T33.1;T331;Congelación superficial del cuello;287;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T33;T33.2;T33.2;T332;Congelamiento superficial del tórax;287;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T33;T33.3;T33.3;T333;Congelación superficial de la pared abdominal, baja de la espalda y la pelvis;287;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T33;T33.4;T33.4;T334;Congelamiento superficial del brazo;287;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T33;T33.5;T33.5;T335;Congelación superficial de la mu–eca y la mano;287;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T33;T33.6;T33.6;T336;Congelación superficial de la cadera y el muslo;287;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T33;T33.7;T33.7;T337;Congelación superficial de la rodilla y la pierna;287;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T33;T33.8;T33.8;T338;Congelación superficial del tobillo y el pie;287;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T33;T33.9;T33.9;T339;Congelamiento superficial de otros sitios y no especificadas;287;UNDEF;UNDEF;UNDEF;UNDEF
3;N;X;19;T33;T34.-;T34;T34;Congelación con necrosis de los tejidos;287;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T33;T34.0;T34.0;T340;Congelación con necrosis de los tejidos de la cabeza;287;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T33;T34.1;T34.1;T341;Congelación con necrosis de los tejidos del cuello;287;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T33;T34.2;T34.2;T342;Congelación con necrosis de los tejidos del tórax;287;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T33;T34.3;T34.3;T343;Congelación con necrosis de los tejidos de la pared abdominal, baja de la espalda y la pelvis;287;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T33;T34.4;T34.4;T344;Congelación con necrosis de los tejidos del brazo;287;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T33;T34.5;T34.5;T345;Congelación con necrosis de los tejidos de la mu–eca y la mano;287;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T33;T34.6;T34.6;T346;Congelación con necrosis de los tejidos de la cadera y el muslo;287;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T33;T34.7;T34.7;T347;Congelación con necrosis de los tejidos de la rodilla y la pierna;287;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T33;T34.8;T34.8;T348;Congelación con necrosis de los tejidos de tobillo y pie;287;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T33;T34.9;T34.9;T349;Congelación con necrosis de los tejidos de otros sitios y no especificadas;287;UNDEF;UNDEF;UNDEF;UNDEF
