LEVEL;PLACE;TYPE;CHAPTER_CODE;BLOCK_CODE;CODE_W;CODE;CODE_WITHOUT_DOT;TITLE;M1;M2;M3;M4;M
4;T;X;19;S90;S96.9;S96.9;S969;Injury of unspecified muscle and tendon at ankle and foot level;281;UNDEF;UNDEF;UNDEF;UNDEF
3;N;X;19;S90;S97.-;S97;S97;Crushing injury of ankle and foot;280;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;S90;S97.0;S97.0;S970;Crushing injury of ankle;280;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;S90;S97.1;S97.1;S971;Crushing injury of toe(s);280;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;S90;S97.8;S97.8;S978;Crushing injury of other parts of ankle and foot;280;UNDEF;UNDEF;UNDEF;UNDEF
3;N;X;19;S90;S98.-;S98;S98;Traumatic amputation of ankle and foot;280;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;S90;S98.0;S98.0;S980;Traumatic amputation of foot at ankle level;280;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;S90;S98.1;S98.1;S981;Traumatic amputation of one toe;280;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;S90;S98.2;S98.2;S982;Traumatic amputation of two or more toes;280;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;S90;S98.3;S98.3;S983;Traumatic amputation of other parts of foot;280;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;S90;S98.4;S98.4;S984;Traumatic amputation of foot, level unspecified;280;UNDEF;UNDEF;UNDEF;UNDEF
3;N;X;19;S90;S99.-;S99;S99;Other and unspecified injuries of ankle and foot;281;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;S90;S99.7;S99.7;S997;Multiple injuries of ankle and foot;281;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;S90;S99.8;S99.8;S998;Other specified injuries of ankle and foot;281;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;S90;S99.9;S99.9;S999;Unspecified injury of ankle and foot;281;UNDEF;UNDEF;UNDEF;UNDEF
3;N;X;19;T00;T00.-;T00;T00;Superficial injuries involving multiple body regions;281;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T00;T00.0;T00.0;T000;Superficial injuries involving head with neck;281;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T00;T00.1;T00.1;T001;Superficial injuries involving thorax with abdomen, lower back and pelvis;281;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T00;T00.2;T00.2;T002;Superficial injuries involving multiple regions of upper limb(s);281;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T00;T00.3;T00.3;T003;Superficial injuries involving multiple regions of lower limb(s);281;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T00;T00.6;T00.6;T006;Superficial injuries involving multiple regions of upper limb(s) with lower limb(s);281;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T00;T00.8;T00.8;T008;Superficial injuries involving other combinations of body regions;281;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T00;T00.9;T00.9;T009;Multiple superficial injuries, unspecified;281;UNDEF;UNDEF;UNDEF;UNDEF
3;N;X;19;T00;T01.-;T01;T01;Open wounds involving multiple body regions;281;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T00;T01.0;T01.0;T010;Open wounds involving head with neck;281;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T00;T01.1;T01.1;T011;Open wounds involving thorax with abdomen, lower back and pelvis;281;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T00;T01.2;T01.2;T012;Open wounds involving multiple regions of upper limb(s);281;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T00;T01.3;T01.3;T013;Open wounds involving multiple regions of lower limb(s);281;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T00;T01.6;T01.6;T016;Open wounds involving multiple regions of upper limb(s) with lower limb(s);281;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T00;T01.8;T01.8;T018;Open wounds involving other combinations of body regions;281;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T00;T01.9;T01.9;T019;Multiple open wounds, unspecified;281;UNDEF;UNDEF;UNDEF;UNDEF
3;N;X;19;T00;T02.-;T02;T02;Fractures involving multiple body regions;275;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T00;T02.0;T02.0;T020;Fractures involving head with neck;275;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T00;T02.1;T02.1;T021;Fractures involving thorax with lower back and pelvis;275;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T00;T02.2;T02.2;T022;Fractures involving multiple regions of one upper limb;275;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T00;T02.3;T02.3;T023;Fractures involving multiple regions of one lower limb;275;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T00;T02.4;T02.4;T024;Fractures involving multiple regions of both upper limbs;275;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T00;T02.5;T02.5;T025;Fractures involving multiple regions of both lower limbs;275;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T00;T02.6;T02.6;T026;Fractures involving multiple regions of upper limb(s) with lower limb(s);275;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T00;T02.7;T02.7;T027;Fractures involving thorax with lower back and pelvis with limb(s);275;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T00;T02.8;T02.8;T028;Fractures involving other combinations of body regions;275;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T00;T02.9;T02.9;T029;Multiple fractures, unspecified;275;UNDEF;UNDEF;UNDEF;UNDEF
3;N;X;19;T00;T03.-;T03;T03;Dislocations, sprains and strains involving multiple body regions;276;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T00;T03.0;T03.0;T030;Dislocations, sprains and strains involving head with neck;276;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T00;T03.1;T03.1;T031;Dislocations, sprains and strains involving thorax with lower back and pelvis;276;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T00;T03.2;T03.2;T032;Dislocations, sprains and strains involving multiple regions of upper limb(s);276;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T00;T03.3;T03.3;T033;Dislocations, sprains and strains involving multiple regions of lower limb(s);276;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T00;T03.4;T03.4;T034;Dislocations, sprains and strains involving multiple regions of upper limb(s) with lower limb(s);276;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T00;T03.8;T03.8;T038;Dislocations, sprains and strains involving other combinations of body regions;276;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T00;T03.9;T03.9;T039;Multiple dislocations, sprains and strains, unspecified;276;UNDEF;UNDEF;UNDEF;UNDEF
3;N;X;19;T00;T04.-;T04;T04;Crushing injuries involving multiple body regions;280;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T00;T04.0;T04.0;T040;Crushing injuries involving head with neck;280;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T00;T04.1;T04.1;T041;Crushing injuries involving thorax with abdomen, lower back and pelvis;280;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T00;T04.2;T04.2;T042;Crushing injuries involving multiple regions of upper limb(s);280;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T00;T04.3;T04.3;T043;Crushing injuries involving multiple regions of lower limb(s);280;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T00;T04.4;T04.4;T044;Crushing injuries involving multiple regions of upper limb(s) with lower limb(s);280;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T00;T04.7;T04.7;T047;Crushing injuries of thorax with abdomen, lower back and pelvis with limb(s);280;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T00;T04.8;T04.8;T048;Crushing injuries involving other combinations of body regions;280;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T00;T04.9;T04.9;T049;Multiple crushing injuries, unspecified;280;UNDEF;UNDEF;UNDEF;UNDEF
3;N;X;19;T00;T05.-;T05;T05;Traumatic amputations involving multiple body regions;280;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T00;T05.0;T05.0;T050;Traumatic amputation of both hands;280;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T00;T05.1;T05.1;T051;Traumatic amputation of one hand and other arm [any level, except hand];280;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T00;T05.2;T05.2;T052;Traumatic amputation of both arms [any level];280;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T00;T05.3;T05.3;T053;Traumatic amputation of both feet;280;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T00;T05.4;T05.4;T054;Traumatic amputation of one foot and other leg [any level, except foot];280;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T00;T05.5;T05.5;T055;Traumatic amputation of both legs [any level];280;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T00;T05.6;T05.6;T056;Traumatic amputation of upper and lower limbs, any combination [any level];280;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T00;T05.8;T05.8;T058;Traumatic amputations involving other combinations of body regions;280;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T00;T05.9;T05.9;T059;Multiple traumatic amputations, unspecified;280;UNDEF;UNDEF;UNDEF;UNDEF
3;N;X;19;T00;T06.-;T06;T06;Other injuries involving multiple body regions, not elsewhere classified;281;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T00;T06.0;T06.0;T060;Injuries of brain and cranial nerves with injuries of nerves and spinal cord at neck level;281;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T00;T06.1;T06.1;T061;Injuries of nerves and spinal cord involving other multiple body regions;281;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T00;T06.2;T06.2;T062;Injuries of nerves involving multiple body regions;281;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T00;T06.3;T06.3;T063;Injuries of blood vessels involving multiple body regions;281;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T00;T06.4;T06.4;T064;Injuries of muscles and tendons involving multiple body regions;281;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T00;T06.5;T06.5;T065;Injuries of intrathoracic organs with intra-abdominal and pelvic organs;281;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T00;T06.8;T06.8;T068;Other specified injuries involving multiple body regions;281;UNDEF;UNDEF;UNDEF;UNDEF
3;T;X;19;T00;T07;T07;T07;Unspecified multiple injuries;281;UNDEF;UNDEF;UNDEF;UNDEF
3;T;X;19;T08;T08;T08;T08;Fracture of spine, level unspecified;272;UNDEF;UNDEF;UNDEF;UNDEF
3;N;X;19;T08;T09.-;T09;T09;Other injuries of spine and trunk, level unspecified;281;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T08;T09.0;T09.0;T090;Superficial injury of trunk, level unspecified;281;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T08;T09.1;T09.1;T091;Open wound of trunk, level unspecified;281;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T08;T09.2;T09.2;T092;Dislocation, sprain and strain of unspecified joint and ligament of trunk;281;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T08;T09.3;T09.3;T093;Injury of spinal cord, level unspecified;281;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T08;T09.4;T09.4;T094;Injury of unspecified nerve, spinal nerve root and plexus of trunk;281;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T08;T09.5;T09.5;T095;Injury of unspecified muscle and tendon of trunk;281;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T08;T09.6;T09.6;T096;Traumatic amputation of trunk, level unspecified;281;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T08;T09.8;T09.8;T098;Other specified injuries of trunk, level unspecified;281;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T08;T09.9;T09.9;T099;Unspecified injury of trunk, level unspecified;281;UNDEF;UNDEF;UNDEF;UNDEF
3;T;X;19;T08;T10;T10;T10;Fracture of upper limb, level unspecified;274;UNDEF;UNDEF;UNDEF;UNDEF
3;N;X;19;T08;T11.-;T11;T11;Other injuries of upper limb, level unspecified;281;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T08;T11.0;T11.0;T110;Superficial injury of upper limb, level unspecified;281;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T08;T11.1;T11.1;T111;Open wound of upper limb, level unspecified;281;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T08;T11.2;T11.2;T112;Dislocation, sprain and strain of unspecified joint and ligament of upper limb, level unspecified;281;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T08;T11.3;T11.3;T113;Injury of unspecified nerve of upper limb, level unspecified;281;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T08;T11.4;T11.4;T114;Injury of unspecified blood vessel of upper limb, level unspecified;281;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T08;T11.5;T11.5;T115;Injury of unspecified muscle and tendon of upper limb, level unspecified;281;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T08;T11.6;T11.6;T116;Traumatic amputation of upper limb, level unspecified;281;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T08;T11.8;T11.8;T118;Other specified injuries of upper limb, level unspecified;281;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T08;T11.9;T11.9;T119;Unspecified injury of upper limb, level unspecified;281;UNDEF;UNDEF;UNDEF;UNDEF
3;T;X;19;T08;T12;T12;T12;Fracture of lower limb, level unspecified;274;UNDEF;UNDEF;UNDEF;UNDEF
3;N;X;19;T08;T13.-;T13;T13;Other injuries of lower limb, level unspecified;281;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T08;T13.0;T13.0;T130;Superficial injury of lower limb, level unspecified;281;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T08;T13.1;T13.1;T131;Open wound of lower limb, level unspecified;281;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T08;T13.2;T13.2;T132;Dislocation, sprain and strain of unspecified joint and ligament of lower limb, level unspecified;281;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T08;T13.3;T13.3;T133;Injury of unspecified nerve of lower limb, level unspecified;281;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T08;T13.4;T13.4;T134;Injury of unspecified blood vessel of lower limb, level unspecified;281;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T08;T13.5;T13.5;T135;Injury of unspecified muscle and tendon of lower limb, level unspecified;281;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T08;T13.6;T13.6;T136;Traumatic amputation of lower limb, level unspecified;281;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T08;T13.8;T13.8;T138;Other specified injuries of lower limb, level unspecified;281;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T08;T13.9;T13.9;T139;Unspecified injury of lower limb, level unspecified;281;UNDEF;UNDEF;UNDEF;UNDEF
3;N;X;19;T08;T14.-;T14;T14;Injury of unspecified body region;281;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T08;T14.0;T14.0;T140;Superficial injury of unspecified body region;281;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T08;T14.1;T14.1;T141;Open wound of unspecified body region;281;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T08;T14.2;T14.2;T142;Fracture of unspecified body region;281;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T08;T14.3;T14.3;T143;Dislocation, sprain and strain of unspecified body region;281;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T08;T14.4;T14.4;T144;Injury of nerve(s) of unspecified body region;281;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T08;T14.5;T14.5;T145;Injury of blood vessel(s) of unspecified body region;281;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T08;T14.6;T14.6;T146;Injury of muscles and tendons of unspecified body region;281;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T08;T14.7;T14.7;T147;Crushing injury and traumatic amputation of unspecified body region;281;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T08;T14.8;T14.8;T148;Other injuries of unspecified body region;281;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T08;T14.9;T14.9;T149;Injury, unspecified;281;UNDEF;UNDEF;UNDEF;UNDEF
3;N;X;19;T15;T15.-;T15;T15;Foreign body on external eye;282;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T15;T15.0;T15.0;T150;Foreign body in cornea;282;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T15;T15.1;T15.1;T151;Foreign body in conjunctival sac;282;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T15;T15.8;T15.8;T158;Foreign body in other and multiple parts of external eye;282;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T15;T15.9;T15.9;T159;Foreign body on external eye, part unspecified;282;UNDEF;UNDEF;UNDEF;UNDEF
3;T;X;19;T15;T16;T16;T16;Foreign body in ear;282;UNDEF;UNDEF;UNDEF;UNDEF
3;N;X;19;T15;T17.-;T17;T17;Foreign body in respiratory tract;282;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T15;T17.0;T17.0;T170;Foreign body in nasal sinus;282;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T15;T17.1;T17.1;T171;Foreign body in nostril;282;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T15;T17.2;T17.2;T172;Foreign body in pharynx;282;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T15;T17.3;T17.3;T173;Foreign body in larynx;282;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T15;T17.4;T17.4;T174;Foreign body in trachea;282;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T15;T17.5;T17.5;T175;Foreign body in bronchus;282;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T15;T17.8;T17.8;T178;Foreign body in other and multiple parts of respiratory tract;282;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T15;T17.9;T17.9;T179;Foreign body in respiratory tract, part unspecified;282;UNDEF;UNDEF;UNDEF;UNDEF
3;N;X;19;T15;T18.-;T18;T18;Foreign body in alimentary tract;282;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T15;T18.0;T18.0;T180;Foreign body in mouth;282;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T15;T18.1;T18.1;T181;Foreign body in oesophagus;282;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T15;T18.2;T18.2;T182;Foreign body in stomach;282;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T15;T18.3;T18.3;T183;Foreign body in small intestine;282;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T15;T18.4;T18.4;T184;Foreign body in colon;282;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T15;T18.5;T18.5;T185;Foreign body in anus and rectum;282;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T15;T18.8;T18.8;T188;Foreign body in other and multiple parts of alimentary tract;282;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T15;T18.9;T18.9;T189;Foreign body in alimentary tract, part unspecified;282;UNDEF;UNDEF;UNDEF;UNDEF
3;N;X;19;T15;T19.-;T19;T19;Foreign body in genitourinary tract;282;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T15;T19.0;T19.0;T190;Foreign body in urethra;282;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T15;T19.1;T19.1;T191;Foreign body in bladder;282;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T15;T19.2;T19.2;T192;Foreign body in vulva and vagina;282;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T15;T19.3;T19.3;T193;Foreign body in uterus [any part];282;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T15;T19.8;T19.8;T198;Foreign body in other and multiple parts of genitourinary tract;282;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T15;T19.9;T19.9;T199;Foreign body in genitourinary tract, part unspecified;282;UNDEF;UNDEF;UNDEF;UNDEF
3;N;X;19;T20;T20.-;T20;T20;Burn and corrosion of head and neck;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T20.0;T20.0;T200;Burn of unspecified degree of head and neck;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T20.1;T20.1;T201;Burn of first degree of head and neck;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T20.2;T20.2;T202;Burn of second degree of head and neck;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T20.3;T20.3;T203;Burn of third degree of head and neck;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T20.4;T20.4;T204;Corrosion of unspecified degree of head and neck;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T20.5;T20.5;T205;Corrosion of first degree of head and neck;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T20.6;T20.6;T206;Corrosion of second degree of head and neck;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T20.7;T20.7;T207;Corrosion of third degree of head and neck;283;UNDEF;UNDEF;UNDEF;UNDEF
3;N;X;19;T20;T21.-;T21;T21;Burn and corrosion of trunk;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T21.0;T21.0;T210;Burn of unspecified degree of trunk;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T21.1;T21.1;T211;Burn of first degree of trunk;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T21.2;T21.2;T212;Burn of second degree of trunk;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T21.3;T21.3;T213;Burn of third degree of trunk;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T21.4;T21.4;T214;Corrosion of unspecified degree of trunk;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T21.5;T21.5;T215;Corrosion of first degree of trunk;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T21.6;T21.6;T216;Corrosion of second degree of trunk;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T21.7;T21.7;T217;Corrosion of third degree of trunk;283;UNDEF;UNDEF;UNDEF;UNDEF
3;N;X;19;T20;T22.-;T22;T22;Burn and corrosion of shoulder and upper limb, except wrist and hand;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T22.0;T22.0;T220;Burn of unspecified degree of shoulder and upper limb, except wrist and hand;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T22.1;T22.1;T221;Burn of first degree of shoulder and upper limb, except wrist and hand;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T22.2;T22.2;T222;Burn of second degree of shoulder and upper limb, except wrist and hand;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T22.3;T22.3;T223;Burn of third degree of shoulder and upper limb, except wrist and hand;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T22.4;T22.4;T224;Corrosion of unspecified degree of shoulder and upper limb, except wrist and hand;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T22.5;T22.5;T225;Corrosion of first degree of shoulder and upper limb, except wrist and hand;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T22.6;T22.6;T226;Corrosion of second degree of shoulder and upper limb, except wrist and hand;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T22.7;T22.7;T227;Corrosion of third degree of shoulder and upper limb, except wrist and hand;283;UNDEF;UNDEF;UNDEF;UNDEF
3;N;X;19;T20;T23.-;T23;T23;Burn and corrosion of wrist and hand;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T23.0;T23.0;T230;Burn of unspecified degree of wrist and hand;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T23.1;T23.1;T231;Burn of first degree of wrist and hand;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T23.2;T23.2;T232;Burn of second degree of wrist and hand;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T23.3;T23.3;T233;Burn of third degree of wrist and hand;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T23.4;T23.4;T234;Corrosion of unspecified degree of wrist and hand;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T23.5;T23.5;T235;Corrosion of first degree of wrist and hand;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T23.6;T23.6;T236;Corrosion of second degree of wrist and hand;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T23.7;T23.7;T237;Corrosion of third degree of wrist and hand;283;UNDEF;UNDEF;UNDEF;UNDEF
3;N;X;19;T20;T24.-;T24;T24;Burn and corrosion of hip and lower limb, except ankle and foot;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T24.0;T24.0;T240;Burn of unspecified degree of hip and lower limb, except ankle and foot;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T24.1;T24.1;T241;Burn of first degree of hip and lower limb, except ankle and foot;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T24.2;T24.2;T242;Burn of second degree of hip and lower limb, except ankle and foot;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T24.3;T24.3;T243;Burn of third degree of hip and lower limb, except ankle and foot;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T24.4;T24.4;T244;Corrosion of unspecified degree of hip and lower limb, except ankle and foot;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T24.5;T24.5;T245;Corrosion of first degree of hip and lower limb, except ankle and foot;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T24.6;T24.6;T246;Corrosion of second degree of hip and lower limb, except ankle and foot;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T24.7;T24.7;T247;Corrosion of third degree of hip and lower limb, except ankle and foot;283;UNDEF;UNDEF;UNDEF;UNDEF
3;N;X;19;T20;T25.-;T25;T25;Burn and corrosion of ankle and foot;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T25.0;T25.0;T250;Burn of unspecified degree of ankle and foot;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T25.1;T25.1;T251;Burn of first degree of ankle and foot;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T25.2;T25.2;T252;Burn of second degree of ankle and foot;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T25.3;T25.3;T253;Burn of third degree of ankle and foot;283;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T20;T25.4;T25.4;T254;Corrosion of unspecified degree of ankle and foot;283;UNDEF;UNDEF;UNDEF;UNDEF
